"20230618","gev_20230618_2353","2023/06/18 23:53:00","00:10:00","23:58:00","C1.8","S12E88","S12E88","20230618"
"20230619","gev_20230619_0018","2023/06/19 00:18:00","00:29:00","00:24:00","C2.3","N24E62","13340","20230619"
"20230619","gev_20230619_0038","2023/06/19 00:38:00","00:51:00","00:44:00","C2.7","N24E61","13340","20230619"
"20230619","gev_20230619_0051","2023/06/19 00:51:00","01:07:00","00:54:00","C2.9","S13E07","13335","20230619"
"20230619","gev_20230619_0146","2023/06/19 01:46:00","02:38:10","02:14:00","C6.2","N14E27","13337","20230619"
"20230619","gev_20230619_0327","2023/06/19 03:27:00","03:36:00","03:30:00","C2.3","N20E58","13340","20230619"
"20230619","gev_20230619_0337","2023/06/19 03:37:00","03:58:00","03:50:00","M1.4","S12E89","S12E89","20230619"
"20230619","gev_20230619_0408","2023/06/19 04:08:00","04:26:00","04:14:00","C2.9","S17E04","13335","20230619"
"20230619","gev_20230619_0505","2023/06/19 05:05:00","05:26:00","05:15:00","C1.8","S12E05","13335","20230619"
"20230619","gev_20230619_0705","2023/06/19 07:05:00","07:37:57","07:14:00","C1.9","N23E58","13340","20230619"
"20230619","gev_20230619_1228","2023/06/19 12:28:00","12:42:00","12:34:00","C2.1","S21E89","13341","20230619"
"20230619","gev_20230619_1255","2023/06/19 12:55:00","13:11:00","12:59:00","C2.2","S21E89","13341","20230619"
"20230619","gev_20230619_1355","2023/06/19 13:55:00","14:07:00","14:00:00","C1.9","S09W78","13332","20230619"
"20230619","gev_20230619_1417","2023/06/19 14:17:00","14:26:00","14:21:00","C1.9","N19E51","13340","20230619"
"20230619","gev_20230619_1426","2023/06/19 14:26:00","14:43:00","14:29:00","C1.9","S13E89","13341","20230619"
"20230619","gev_20230619_1500","2023/06/19 15:00:00","15:14:00","15:04:00","C1.8","N20E50","13340","20230619"
"20230619","gev_20230619_1615","2023/06/19 16:15:00","16:31:00","16:23:00","C3.2","S17W00","13335","20230619"
"20230619","gev_20230619_1652","2023/06/19 16:52:00","17:03:00","16:59:00","C2.4","S22W57","13342","20230619"
